job_title,salary,location,remote_location,company_size,experience_level,employment_type,skills,experience_level_value,company_size_value,employment_type_value,job_title_value,latitude,longitude,col_index,cost_tier
Data Analyst,120000,"Louisville, KY",Partial,Small,Jr,Temporary,"Power BI, Google Cloud,",1,0,2,4,38.254238,-85.759407,70.0,70.0
Data Analyst,65000,"Detroit, MI",Hybrid,Large,Jr,Contract,"Google Cloud, Excel, SQL",1,3,3,4,42.331551,-83.04664,68.1,68.1
Marketing Data Analyst,95000,"San Francisco, CA",Yes,Large,Jr,Full-time,,1,3,6,3,37.787936,-122.40752,94.0,94.0
BI Analyst,8090000,"Norfolk, VA",No,Startup,Jr,Contract,"SQL, Excel, Tableau, AWS, Python",1,1,3,3,36.84937,-76.289954,,2.0
Senior Data Analyst,120000,"Austin, TX",Temporarily Remote,Unknown,Sr,Freelance,,3,0,1,6,30.271129,-97.7437,71.1,71.1
Junior Data Analyst,120000,"Austin, TX",1,Small,Mi,Regular,"R,Google Cloud,SQL",2,0,4,1,30.271129,-97.7437,71.1,71.1
Data Analytics Specialist,120000,"Louisville, KY",Hybrid,Huge,Jr,Part-time,"R, AWS, Power BI, SQL",1,4,5,2,38.254238,-85.759407,70.0,70.0
Junior Data Analyst,120000,"Houston, TX",0,Small,Jr,Contract,"Python,Excel,R,",1,0,3,1,29.758938,-95.367697,64.9,64.9
Junior Data Analyst,65000,"Nashville, TN",Yes,Unknown,Jr,Temporary,",Python",1,0,2,1,36.162277,-86.774298,74.0,74.0
Data Analyst II,65000,"Las Vegas, NV",No,Medium,Jr,Freelance,"SQL, R, Tableau, Azure",1,2,1,5,36.167426,-115.148413,71.3,71.3
Marketing Data Analyst,65000,"Albuquerque, NM",True,Startup,Sr,Part-time,", Google Cloud",3,1,5,3,35.084103,-106.650985,63.4,63.4
Junior Data Analyst,65000,"Phoenix, AZ",0,Startup,Jr,Freelance,"R , Google Cloud , Python , Tableau",1,1,1,1,33.448437,-112.074141,76.1,76.1
Data Analyst,8090000,"Phoenix, AZ",False,Startup,Mi,Contract,"Excel, Python, R, Google Cloud, Tableau",2,1,3,4,33.448437,-112.074141,76.1,76.1
Data Analyst,70000,"Denver, CO",0,Huge,Jr,Full-time,"AWS, Python, R, SQL, Excel",1,4,6,4,39.739236,-104.984862,78.7,78.7
Data Analyst,90000,"Atlanta, GA",No,Medium,Sr,Freelance,"Azure , R , AWS , Power BI , Tableau",3,2,1,4,33.754466,-84.389815,76.8,76.8
Senior Data Analyst,95000,"Albuquerque, NM",Partial,Large,Jr,Contract,"AWS , SQL , Azure",1,3,3,6,35.084103,-106.650985,63.4,63.4
Senior Data Analyst,65000,"Oklahoma City, OK",0,Small,Jr,Freelance,,1,0,1,6,35.472989,-97.517054,70.0,70.0
Data Analyst,95000,"New York, NY",False,Small,Jr,Temporary,,1,0,2,4,40.712728,-74.006015,100.0,100.0
Data Analyst,50000,"Huntsville, AL",1,Large,Sr,Temporary,"Azure, Tableau",3,3,2,4,34.729847,-86.585901,60.5,60.5
Product Data Analyst,70000,"Columbus, OH",Yes,Startup,Jr,Full-time,"Python, AWS, Tableau, Power BI, Azure",1,1,6,3,39.96226,-83.000707,73.5,73.5
Data Analyst,70000,"Houston, TX",No,Small,Sr,Freelance,"Python, Azure, R, Tableau",3,0,1,4,29.758938,-95.367697,64.9,64.9
Data Analyst II,110000,"Fort Collins, CO",No,Small,Pr,Freelance,",AWS",4,0,1,5,40.587178,-105.077011,66.1,66.1
Data Analytics Specialist,120000,"Denver, CO",No,Large,Sr,Part-time,"AWS, Google Cloud, Excel",3,3,5,2,39.739236,-104.984862,78.7,78.7
Product Data Analyst,95000,"Las Vegas, NV",No,Large,Jr,Temporary,"Google Cloud , Excel , SQL",1,3,2,3,36.167426,-115.148413,71.3,71.3
Junior Data Analyst,95000,"Fort Collins, CO",Partial,Unknown,None,Freelance,"Google Cloud, Excel, Tableau,",0,0,1,1,40.587178,-105.077011,66.1,66.1
Data Analytics Specialist,110000,"Fort Collins, CO",Temporarily Remote,Large,Mi,Freelance,"Azure, Tableau, SQL, Power BI, Python",2,3,1,2,40.587178,-105.077011,66.1,66.1
Data Analyst,110000,"New Orleans, LA",True,Unknown,Pr,Part-time,"Python,Power BI,R,Excel",4,0,5,4,29.956142,-90.073393,77.8,77.8
Data Analytics Specialist,120000,"Fargo, ND",Yes,Startup,Sr,Part-time,"Power BI, AWS",3,1,5,2,46.877229,-96.789821,58.0,58.0
Junior Data Analyst,65000,"Norfolk, VA",Partial,Huge,Sr,Freelance,,3,4,1,1,36.84937,-76.289954,,2.0
Data Analyst II,50000,"Fargo, ND",False,Startup,Sr,Freelance,"Google Cloud,R,Python,AWS,Power BI",3,1,1,5,46.877229,-96.789821,58.0,58.0
BI Analyst,65000,"Denver, CO",0,Large,Jr,Full-time,"Tableau, Excel, SQL, R, Google Cloud",1,3,6,3,39.739236,-104.984862,78.7,78.7
Junior Data Analyst,90000,"Dallas, TX",0,Large,Sr,Freelance,"SQL, Tableau, Python",3,3,1,1,32.776272,-96.796856,75.0,75.0
Junior Data Analyst,120000,"Austin, TX",False,Huge,Jr,Contract,", Excel",1,4,3,1,30.271129,-97.7437,71.1,71.1
Data Analyst,70000,"Santa Fe, NM",Hybrid,Unknown,Mi,Contract,"Excel, SQL, Python, Google Cloud,",2,0,3,4,35.68761,-105.938456,67.0,67.0
Data Analyst II,90000,"Columbus, OH",No,Small,Mi,Full-time,"R, , SQL, Azure",2,0,6,5,39.96226,-83.000707,73.5,73.5
Data Analytics Specialist,8090000,"Denver, CO",Hybrid,Unknown,Jr,Contract,"Tableau, Azure, , AWS",1,0,3,2,39.739236,-104.984862,78.7,78.7
BI Analyst,120000,"Chicago, IL",0,Unknown,Jr,Temporary,,1,0,2,3,41.875562,-87.624421,75.5,75.5
Product Data Analyst,120000,"Atlanta, GA",Yes,Huge,Sr,Part-time,"R,Excel,Power BI",3,4,5,3,33.754466,-84.389815,76.8,76.8
Data Analyst II,90000,"Nashville, TN",0,Medium,Pr,Freelance,"Power BI, Python, Google Cloud, , AWS",4,2,1,5,36.162277,-86.774298,74.0,74.0
Data Analyst,70000,"Las Vegas, NV",Temporarily Remote,Large,Pr,Contract,"AWS, Excel, Google Cloud, R, Python",4,3,3,4,36.167426,-115.148413,71.3,71.3
Senior Data Analyst,95000,"Santa Fe, NM",Temporarily Remote,Unknown,Pr,Regular,"Excel,R,Python,Tableau",4,0,4,6,35.68761,-105.938456,67.0,67.0
Junior Data Analyst,70000,"Fargo, ND",Temporarily Remote,Medium,Jr,Part-time,"Excel, Tableau, SQL",1,2,5,1,46.877229,-96.789821,58.0,58.0
Senior Data Analyst,65000,"Dallas, TX",Temporarily Remote,Startup,Jr,Part-time,"R, Python",1,1,5,6,32.776272,-96.796856,75.0,75.0
Data Analyst II,110000,"Nashville, TN",No,Startup,None,Regular,,0,1,4,5,36.162277,-86.774298,74.0,74.0
Senior Data Analyst,70000,"Austin, TX",Hybrid,Startup,Jr,Part-time,"R, Excel",1,1,5,6,30.271129,-97.7437,71.1,71.1
Data Analyst,120000,"New Orleans, LA",Hybrid,Medium,Sr,Full-time,"Power BI, , Excel, SQL",3,2,6,4,29.956142,-90.073393,77.8,77.8
Data Analyst II,14000000,"Fort Collins, CO",Yes,Small,Sr,Full-time,"Power BI,Azure,AWS",3,0,6,5,40.587178,-105.077011,66.1,66.1
Data Analyst II,14000000,"Phoenix, AZ",Temporarily Remote,Small,Mi,Full-time,"Tableau, Google Cloud, Python, Excel, AWS",2,0,6,5,33.448437,-112.074141,76.1,76.1
Data Analyst,65000,"Columbus, OH",1,Startup,Jr,Full-time,"Power BI,Python",1,1,6,4,39.96226,-83.000707,73.5,73.5
Data Analyst,14000000,"Norfolk, VA",No,Startup,Pr,Full-time,"SQL , AWS , Python ,  , Excel",4,1,6,4,36.84937,-76.289954,,2.0
Data Analytics Specialist,95000,"Orlando, FL",Yes,Startup,Sr,Part-time,"Python, Excel",3,1,5,2,28.542122,-81.379045,72.2,72.2
Marketing Data Analyst,8090000,"Austin, TX",Hybrid,Small,Jr,Part-time,"Power BI,Google Cloud,AWS",1,0,5,3,30.271129,-97.7437,71.1,71.1
Junior Data Analyst,70000,"Norfolk, VA",True,Huge,Jr,Contract,"Python, SQL, Tableau, Excel",1,4,3,1,36.84937,-76.289954,,2.0
Senior Data Analyst,120000,"Jackson, MS",Hybrid,Startup,Sr,Part-time,"Azure, Python",3,1,5,6,32.299869,-90.183041,68.0,68.0
Senior Data Analyst,95000,"Philadelphia, PA",No,Unknown,Sr,Part-time,"Power BI,SQL",3,0,5,6,39.952724,-75.163526,81.0,81.0
Junior Data Analyst,90000,"Denver, CO",Temporarily Remote,Startup,None,Temporary,"Excel , R , Python",0,1,2,1,39.739236,-104.984862,78.7,78.7
BI Analyst,70000,"Oklahoma City, OK",False,Startup,Jr,Regular,"Power BI, Google Cloud, SQL,",1,1,4,3,35.472989,-97.517054,70.0,70.0
Marketing Data Analyst,120000,"New York, NY",Yes,Small,Jr,Part-time,"SQL,AWS,Google Cloud,",1,0,5,3,40.712728,-74.006015,100.0,100.0
Senior Data Analyst,8090000,"Louisville, KY",No,Large,Mi,Regular,"Python, SQL, Tableau",2,3,4,6,38.254238,-85.759407,70.0,70.0
BI Analyst,95000,"Oklahoma City, OK",No,Huge,Sr,Freelance,"Power BI, R, Google Cloud, Python, AWS",3,4,1,3,35.472989,-97.517054,70.0,70.0
Product Data Analyst,70000,"Detroit, MI",False,Large,Pr,Full-time,"Power BI, , Google Cloud, SQL, Azure",4,3,6,3,42.331551,-83.04664,68.1,68.1
Data Analyst,14000000,"Columbus, OH",1,Large,Pr,Full-time,"AWS,Power BI,Python",4,3,6,4,39.96226,-83.000707,73.5,73.5
Data Analyst,70000,"Jackson, MS",Hybrid,Small,Sr,Part-time,"R, Tableau, Python, , AWS",3,0,5,4,32.299869,-90.183041,68.0,68.0
Junior Data Analyst,95000,"Orlando, FL",0,Startup,Jr,Part-time,"Tableau,Python,SQL,Google Cloud,AWS",1,1,5,1,28.542122,-81.379045,72.2,72.2
Marketing Data Analyst,95000,"Denver, CO",Yes,Large,None,Contract,"AWS, Python, Excel, Google Cloud",0,3,3,3,39.739236,-104.984862,78.7,78.7
Data Analyst,95000,"Austin, TX",True,Huge,Sr,Part-time,"SQL,Power BI,Tableau",3,4,5,4,30.271129,-97.7437,71.1,71.1
Junior Data Analyst,120000,"Jackson, MS",False,Small,Sr,Freelance,"Azure,AWS,Power BI,Google Cloud",3,0,1,1,32.299869,-90.183041,68.0,68.0
Data Analyst,8090000,"Dallas, TX",Yes,Startup,Sr,Full-time,"AWS, Python, SQL",3,1,6,4,32.776272,-96.796856,75.0,75.0
Data Analyst,90000,"San Francisco, CA",False,Startup,Jr,Full-time,", Tableau, Azure, AWS",1,1,6,4,37.787936,-122.40752,94.0,94.0
Junior Data Analyst,110000,"Phoenix, AZ",Temporarily Remote,Large,Jr,Contract,"Google Cloud,Python",1,3,3,1,33.448437,-112.074141,76.1,76.1
Data Analyst,65000,"Chicago, IL",Partial,Startup,Jr,Part-time,"SQL, Power BI",1,1,5,4,41.875562,-87.624421,75.5,75.5
Data Analyst,70000,"Albuquerque, NM",Partial,Large,Sr,Contract,"Power BI , Tableau , Azure , Python , R",3,3,3,4,35.084103,-106.650985,63.4,63.4
Junior Data Analyst,50000,"Philadelphia, PA",1,Medium,Mi,Freelance,"R, , Excel, Python, Power BI",2,2,1,1,39.952724,-75.163526,81.0,81.0
Product Data Analyst,120000,"Santa Fe, NM",1,Unknown,Jr,Full-time,", Excel , AWS , R",1,0,6,3,35.68761,-105.938456,67.0,67.0
Junior Data Analyst,8090000,"Austin, TX",Temporarily Remote,Medium,Jr,Regular,"Python, Google Cloud, Azure, , SQL",1,2,4,1,30.271129,-97.7437,71.1,71.1
Data Analyst II,50000,"Las Vegas, NV",Temporarily Remote,Startup,Jr,Freelance,"AWS , Excel , Power BI , Google Cloud",1,1,1,5,36.167426,-115.148413,71.3,71.3
Data Analyst,95000,"Nashville, TN",True,Unknown,None,Part-time,"Azure,R,AWS",0,0,5,4,36.162277,-86.774298,74.0,74.0
Data Analyst,14000000,"Chicago, IL",Yes,Large,Jr,Contract,"Power BI , Tableau , Python",1,3,3,4,41.875562,-87.624421,75.5,75.5
Junior Data Analyst,95000,"Albuquerque, NM",True,Large,None,Full-time,"AWS, SQL",0,3,6,1,35.084103,-106.650985,63.4,63.4
Senior Data Analyst,90000,"New Orleans, LA",Yes,Startup,Sr,Freelance,"Tableau, R, Google Cloud, Power BI, Python",3,1,1,6,29.956142,-90.073393,77.8,77.8
Data Analyst,70000,"Philadelphia, PA",True,Large,Mi,Full-time,"R , SQL , AWS",2,3,6,4,39.952724,-75.163526,81.0,81.0
Data Analyst,70000,"Chicago, IL",Hybrid,Large,Pr,Part-time,"R, Power BI, AWS",4,3,5,4,41.875562,-87.624421,75.5,75.5
Data Analytics Specialist,95000,"Fargo, ND",False,Medium,Jr,Contract,"SQL, Python, Power BI, R, AWS",1,2,3,2,46.877229,-96.789821,58.0,58.0
Marketing Data Analyst,95000,"Phoenix, AZ",True,Startup,Sr,Regular,", Tableau, Power BI",3,1,4,3,33.448437,-112.074141,76.1,76.1
Junior Data Analyst,70000,"New York, NY",Hybrid,Medium,Mi,Full-time,"Azure , AWS",2,2,6,1,40.712728,-74.006015,100.0,100.0
Data Analyst,110000,"Detroit, MI",Temporarily Remote,Large,Jr,Freelance,"R,Excel",1,3,1,4,42.331551,-83.04664,68.1,68.1
Junior Data Analyst,95000,"Chicago, IL",True,Startup,Pr,Contract,"SQL, Excel, AWS,",4,1,3,1,41.875562,-87.624421,75.5,75.5
Senior Data Analyst,50000,"Atlanta, GA",False,Startup,Jr,Full-time,"Tableau , Azure , Power BI , AWS , Excel",1,1,6,6,33.754466,-84.389815,76.8,76.8
Data Analyst,65000,"New Orleans, LA",0,Small,Mi,Full-time,"Tableau , Azure , Power BI",2,0,6,4,29.956142,-90.073393,77.8,77.8
Junior Data Analyst,90000,"Las Vegas, NV",No,Large,Mi,Full-time,"Azure, AWS",2,3,6,1,36.167426,-115.148413,71.3,71.3
BI Analyst,50000,"Fort Collins, CO",Temporarily Remote,Startup,Mi,Full-time,"Python, SQL, Power BI",2,1,6,3,40.587178,-105.077011,66.1,66.1
Data Analyst,14000000,"Dallas, TX",False,Huge,Sr,Temporary,"Tableau, AWS, R, Excel, Google Cloud",3,4,2,4,32.776272,-96.796856,75.0,75.0
Junior Data Analyst,14000000,"Detroit, MI",False,Large,Jr,Contract,"Azure,",1,3,3,1,42.331551,-83.04664,68.1,68.1
Data Analyst II,50000,"Dallas, TX",0,Large,None,Part-time,,0,3,5,5,32.776272,-96.796856,75.0,75.0
Marketing Data Analyst,110000,"Austin, TX",Hybrid,Large,Jr,Part-time,"Azure, AWS",1,3,5,3,30.271129,-97.7437,71.1,71.1
Data Analyst,110000,"Fargo, ND",False,Small,Sr,Full-time,"Tableau, Python,",3,0,6,4,46.877229,-96.789821,58.0,58.0
Senior Data Analyst,95000,"Oklahoma City, OK",0,Huge,Jr,Freelance,"AWS, Google Cloud, Python",1,4,1,6,35.472989,-97.517054,70.0,70.0
Product Data Analyst,120000,"Albuquerque, NM",True,Huge,Mi,Contract,"Azure, AWS, Python, , SQL",2,4,3,3,35.084103,-106.650985,63.4,63.4
Data Analyst,95000,"Louisville, KY",No,Startup,Sr,Part-time,"SQL, AWS, Power BI",3,1,5,4,38.254238,-85.759407,70.0,70.0
BI Analyst,70000,"Austin, TX",False,Small,Mi,Temporary,"Azure, Google Cloud, , SQL",2,0,2,3,30.271129,-97.7437,71.1,71.1
BI Analyst,120000,"Santa Fe, NM",True,Unknown,Mi,Contract,"AWS , Excel",2,0,3,3,35.68761,-105.938456,67.0,67.0
Senior Data Analyst,14000000,"Phoenix, AZ",1,Small,Pr,Contract,"Excel, R",4,0,3,6,33.448437,-112.074141,76.1,76.1
Data Analyst,8090000,"Fort Collins, CO",Temporarily Remote,Startup,Jr,Full-time,"AWS, Tableau, Google Cloud, Python",1,1,6,4,40.587178,-105.077011,66.1,66.1
Junior Data Analyst,90000,"Phoenix, AZ",Hybrid,Medium,Jr,Freelance,"AWS,SQL,Tableau,Python,",1,2,1,1,33.448437,-112.074141,76.1,76.1
Junior Data Analyst,70000,"Albuquerque, NM",0,Large,Pr,Temporary,"Excel,R",4,3,2,1,35.084103,-106.650985,63.4,63.4
Marketing Data Analyst,110000,"Orlando, FL",Hybrid,Large,Jr,Part-time,"Google Cloud,Tableau,AWS,Power BI",1,3,5,3,28.542122,-81.379045,72.2,72.2
Senior Data Analyst,65000,"San Francisco, CA",0,Unknown,Mi,Full-time,"Power BI, Python, Azure, SQL, Tableau",2,0,6,6,37.787936,-122.40752,94.0,94.0
Data Analyst II,90000,"Las Vegas, NV",No,Medium,Jr,Contract,", Excel , Power BI",1,2,3,5,36.167426,-115.148413,71.3,71.3
Senior Data Analyst,50000,"Orlando, FL",False,Startup,Jr,Full-time,"Excel , Python , SQL",1,1,6,6,28.542122,-81.379045,72.2,72.2
Senior Data Analyst,95000,"Atlanta, GA",No,Startup,Jr,Regular,,1,1,4,6,33.754466,-84.389815,76.8,76.8
Product Data Analyst,120000,"Houston, TX",No,Unknown,Sr,Temporary,"AWS,R,Python",3,0,2,3,29.758938,-95.367697,64.9,64.9
Data Analyst,120000,"Orlando, FL",1,Small,Sr,Temporary,"R,Python,SQL,Google Cloud",3,0,2,4,28.542122,-81.379045,72.2,72.2
Senior Data Analyst,50000,"Santa Fe, NM",No,Small,Jr,Contract,,1,0,3,6,35.68761,-105.938456,67.0,67.0
Data Analyst,70000,"Phoenix, AZ",1,Medium,Jr,Freelance,"Azure , Power BI , Excel , Python",1,2,1,4,33.448437,-112.074141,76.1,76.1
Data Analyst,120000,"Las Vegas, NV",False,Huge,Mi,Contract,"Azure , SQL , Python",2,4,3,4,36.167426,-115.148413,71.3,71.3
Data Analyst,90000,"San Francisco, CA",Yes,Startup,Sr,Contract,"AWS, , Google Cloud, R, Azure",3,1,3,4,37.787936,-122.40752,94.0,94.0
Data Analyst,70000,"Philadelphia, PA",No,Small,Jr,Part-time,"Power BI,R",1,0,5,4,39.952724,-75.163526,81.0,81.0
Data Analytics Specialist,95000,"Fort Collins, CO",0,Startup,Sr,Full-time,"AWS, Python",3,1,6,2,40.587178,-105.077011,66.1,66.1
Product Data Analyst,95000,"Philadelphia, PA",True,Unknown,Sr,Full-time,"SQL, Azure",3,0,6,3,39.952724,-75.163526,81.0,81.0
Data Analyst,8090000,"Austin, TX",0,Large,None,Full-time,"Python , R",0,3,6,4,30.271129,-97.7437,71.1,71.1
Product Data Analyst,120000,"New Orleans, LA",No,Large,Jr,Part-time,"Excel, AWS, , Power BI",1,3,5,3,29.956142,-90.073393,77.8,77.8
Product Data Analyst,65000,"Nashville, TN",No,Unknown,Jr,Contract,"R,SQL",1,0,3,3,36.162277,-86.774298,74.0,74.0
Data Analyst,65000,"Austin, TX",Hybrid,Startup,Jr,Full-time,", AWS, Python, R, Azure",1,1,6,4,30.271129,-97.7437,71.1,71.1
Junior Data Analyst,65000,"Detroit, MI",Temporarily Remote,Startup,Jr,Freelance,"R, Excel, Tableau,",1,1,1,1,42.331551,-83.04664,68.1,68.1
Product Data Analyst,120000,"Albuquerque, NM",False,Huge,Pr,Part-time,"R, Azure",4,4,5,3,35.084103,-106.650985,63.4,63.4
Junior Data Analyst,14000000,"Norfolk, VA",Partial,Large,Sr,Freelance,"Power BI, Tableau, R, Excel, Google Cloud",3,3,1,1,36.84937,-76.289954,,2.0
Senior Data Analyst,65000,"Houston, TX",No,Small,None,Freelance,"Google Cloud , AWS , Excel ,",0,0,1,6,29.758938,-95.367697,64.9,64.9
Data Analyst,65000,"Fargo, ND",1,Large,Jr,Full-time,"Azure , AWS , Excel , Tableau",1,3,6,4,46.877229,-96.789821,58.0,58.0
Product Data Analyst,8090000,"Jackson, MS",False,Startup,Jr,Freelance,", Google Cloud",1,1,1,3,32.299869,-90.183041,68.0,68.0
Data Analyst II,90000,"Fort Collins, CO",No,Large,Sr,Regular,"Excel, , Tableau, Azure",3,3,4,5,40.587178,-105.077011,66.1,66.1
Data Analyst,120000,"Huntsville, AL",Yes,Startup,Jr,Regular,"R , Excel , SQL , Azure",1,1,4,4,34.729847,-86.585901,60.5,60.5
Data Analyst,95000,"Fort Collins, CO",0,Medium,Jr,Temporary,"Google Cloud, Power BI, R",1,2,2,4,40.587178,-105.077011,66.1,66.1
Junior Data Analyst,95000,"Jackson, MS",Hybrid,Huge,Jr,Contract,"Azure,R",1,4,3,1,32.299869,-90.183041,68.0,68.0
BI Analyst,70000,"New Orleans, LA",1,Medium,Mi,Temporary,"Python , R",2,2,2,3,29.956142,-90.073393,77.8,77.8
Data Analyst,90000,"Huntsville, AL",Temporarily Remote,Small,Jr,Freelance,"Tableau ,",1,0,1,4,34.729847,-86.585901,60.5,60.5
Data Analyst II,8090000,"Oklahoma City, OK",Temporarily Remote,Unknown,Mi,Part-time,"SQL ,  , Tableau , Excel , Google Cloud",2,0,5,5,35.472989,-97.517054,70.0,70.0
Data Analytics Specialist,95000,"Fargo, ND",0,Huge,Jr,Contract,"SQL , Google Cloud , Power BI",1,4,3,2,46.877229,-96.789821,58.0,58.0
Data Analytics Specialist,70000,"Dallas, TX",Partial,Medium,Mi,Full-time,", Google Cloud, Excel",2,2,6,2,32.776272,-96.796856,75.0,75.0
Data Analyst,70000,"Denver, CO",Hybrid,Medium,Mi,Temporary,"AWS,SQL,Tableau,Python",2,2,2,4,39.739236,-104.984862,78.7,78.7
Data Analyst,95000,"Norfolk, VA",False,Huge,Jr,Contract,"Excel , Azure , R , Google Cloud",1,4,3,4,36.84937,-76.289954,,2.0
Junior Data Analyst,120000,"Fort Collins, CO",Yes,Huge,Jr,Part-time,"Azure, Python, Power BI, AWS,",1,4,5,1,40.587178,-105.077011,66.1,66.1
Data Analyst II,14000000,"Albuquerque, NM",Temporarily Remote,Small,Jr,Contract,", SQL",1,0,3,5,35.084103,-106.650985,63.4,63.4
Product Data Analyst,14000000,"Chicago, IL",Hybrid,Small,None,Full-time,"Power BI, , Python, AWS",0,0,6,3,41.875562,-87.624421,75.5,75.5
Data Analyst,8090000,"Fort Collins, CO",Hybrid,Startup,Mi,Contract,"AWS , Excel ,",2,1,3,4,40.587178,-105.077011,66.1,66.1
Data Analyst,50000,"Philadelphia, PA",0,Small,Mi,Freelance,"Power BI, Google Cloud, R",2,0,1,4,39.952724,-75.163526,81.0,81.0
Data Analyst,65000,"New Orleans, LA",False,Large,Mi,Full-time,"Tableau, R, , Power BI",2,3,6,4,29.956142,-90.073393,77.8,77.8
BI Analyst,14000000,"Austin, TX",Yes,Huge,Sr,Contract,"Google Cloud,AWS",3,4,3,3,30.271129,-97.7437,71.1,71.1
BI Analyst,95000,"Columbus, OH",Partial,Startup,Jr,Temporary,"Python , Tableau , R , Google Cloud , SQL",1,1,2,3,39.96226,-83.000707,73.5,73.5
Data Analyst,95000,"Oklahoma City, OK",Hybrid,Startup,Mi,Contract,"AWS, Excel, Azure",2,1,3,4,35.472989,-97.517054,70.0,70.0
Marketing Data Analyst,8090000,"Austin, TX",Partial,Large,Jr,Contract,"Power BI , SQL , Tableau , Python",1,3,3,3,30.271129,-97.7437,71.1,71.1
Data Analyst,65000,"Columbus, OH",Temporarily Remote,Huge,Jr,Contract,"Python,Power BI,Google Cloud,",1,4,3,4,39.96226,-83.000707,73.5,73.5
Data Analyst,65000,"Santa Fe, NM",False,Small,Sr,Temporary,"Excel, Tableau, Power BI",3,0,2,4,35.68761,-105.938456,67.0,67.0
Product Data Analyst,65000,"Las Vegas, NV",False,Huge,None,Part-time,"SQL, Tableau, R, Excel",0,4,5,3,36.167426,-115.148413,71.3,71.3
Data Analyst,95000,"New Orleans, LA",True,Medium,Mi,Part-time,", Power BI, Google Cloud, AWS",2,2,5,4,29.956142,-90.073393,77.8,77.8
Data Analytics Specialist,70000,"Indianapolis, IN",False,Large,Jr,Regular,", Python , Excel",1,3,4,2,39.768333,-86.15835,69.7,69.7
Data Analytics Specialist,95000,"New York, NY",1,Startup,Mi,Contract,"AWS, Azure, R, Python",2,1,3,2,40.712728,-74.006015,100.0,100.0
Data Analyst,8090000,"Las Vegas, NV",No,Startup,Jr,Contract,"R,Azure,SQL",1,1,3,4,36.167426,-115.148413,71.3,71.3
Junior Data Analyst,8090000,"Nashville, TN",No,Unknown,Mi,Part-time,"Tableau ,  , Excel , Azure",2,0,5,1,36.162277,-86.774298,74.0,74.0
Marketing Data Analyst,70000,"Nashville, TN",True,Unknown,Mi,Full-time,"Power BI, AWS",2,0,6,3,36.162277,-86.774298,74.0,74.0
Data Analyst,120000,"New York, NY",No,Huge,Sr,Full-time,"AWS ,  , Excel",3,4,6,4,40.712728,-74.006015,100.0,100.0
BI Analyst,70000,"Fargo, ND",Hybrid,Large,Jr,Contract,"Excel, , SQL",1,3,3,3,46.877229,-96.789821,58.0,58.0
Product Data Analyst,14000000,"Dallas, TX",Yes,Large,Mi,Contract,"AWS , Python",2,3,3,3,32.776272,-96.796856,75.0,75.0
Senior Data Analyst,95000,"New York, NY",No,Startup,Jr,Temporary,,1,1,2,6,40.712728,-74.006015,100.0,100.0
Data Analyst,90000,"San Francisco, CA",False,Medium,Pr,Part-time,"SQL, Python, R, Google Cloud,",4,2,5,4,37.787936,-122.40752,94.0,94.0
Senior Data Analyst,90000,"Las Vegas, NV",Temporarily Remote,Large,Sr,Part-time,"Power BI, , SQL",3,3,5,6,36.167426,-115.148413,71.3,71.3
Marketing Data Analyst,65000,"Louisville, KY",Partial,Startup,Jr,Freelance,"Python, AWS, Excel",1,1,1,3,38.254238,-85.759407,70.0,70.0
Data Analytics Specialist,65000,"Atlanta, GA",Yes,Small,Sr,Contract,"Tableau,Python,Excel",3,0,3,2,33.754466,-84.389815,76.8,76.8
Data Analytics Specialist,70000,"Chicago, IL",0,Huge,Jr,Full-time,"Python, SQL, R",1,4,6,2,41.875562,-87.624421,75.5,75.5
BI Analyst,65000,"New York, NY",Hybrid,Large,Mi,Full-time,"Google Cloud, , Power BI",2,3,6,3,40.712728,-74.006015,100.0,100.0
Data Analyst,95000,"Atlanta, GA",Partial,Unknown,Jr,Part-time,", Azure , R , Tableau",1,0,5,4,33.754466,-84.389815,76.8,76.8
Senior Data Analyst,90000,"Columbus, OH",Partial,Startup,Jr,Regular,"Azure, Excel, SQL",1,1,4,6,39.96226,-83.000707,73.5,73.5
Junior Data Analyst,65000,"Las Vegas, NV",Temporarily Remote,Medium,Pr,Full-time,"Power BI,AWS,Azure,Excel",4,2,6,1,36.167426,-115.148413,71.3,71.3
Data Analyst II,90000,"Denver, CO",No,Medium,Jr,Contract,"Google Cloud, AWS, SQL, Azure",1,2,3,5,39.739236,-104.984862,78.7,78.7
Data Analyst,120000,"Nashville, TN",True,Startup,Jr,Freelance,"Google Cloud, Azure, Power BI, SQL, Tableau",1,1,1,4,36.162277,-86.774298,74.0,74.0
Junior Data Analyst,50000,"Oklahoma City, OK",Yes,Small,Sr,Freelance,"AWS , R , Google Cloud , Tableau",3,0,1,1,35.472989,-97.517054,70.0,70.0
Product Data Analyst,14000000,"Huntsville, AL",0,Large,Mi,Freelance,"Python, Excel, Google Cloud, , Power BI",2,3,1,3,34.729847,-86.585901,60.5,60.5
Data Analyst,50000,"San Francisco, CA",Temporarily Remote,Small,Jr,Full-time,"Azure , Excel , AWS",1,0,6,4,37.787936,-122.40752,94.0,94.0
Data Analyst,90000,"Chicago, IL",True,Large,Jr,Part-time,"SQL , R , AWS , Azure , Google Cloud",1,3,5,4,41.875562,-87.624421,75.5,75.5
